fan_id,acquisition_date,market,segment,acquisition_channel,age_group,gender,country_of_origin,email_opt_in,app_downloaded,ticket_purchase_intent,merch_purchase_intent,season_ticket_conversion,predicted_ltv_usd,engagement_score,churn_risk
FAN000216,2026-06-26,Los Angeles,New to Soccer,Social Media,35-44,Male,USA,False,False,0,0,0,88.0,50.0,Medium
FAN000217,2026-06-30,New York,Lapsed Fan,Email Campaign,18-24,Female,Brazil,True,True,0,1,0,119.26,24.3,Low
FAN000218,2026-07-31,Atlanta,Lapsed Fan,In-Stadium,25-34,Male,Mexico,True,False,1,1,0,219.0,52.5,Low
FAN000219,2026-07-18,New York,Casual Viewer,TV Promotion,35-44,Male,USA,True,False,1,1,1,128.16,68.6,Low
FAN000220,2026-08-21,Atlanta,Casual Viewer,Organic Search,18-24,Male,Mexico,True,False,0,0,0,136.06,44.1,High
FAN000221,2026-07-19,Other,New to Soccer,Digital Ad,35-44,Female,Brazil,False,False,0,1,0,81.86,98.8,Low
FAN000222,2026-07-11,Los Angeles,New to Soccer,Social Media,35-44,Male,England,True,False,0,0,0,102.65,52.6,Low
FAN000223,2026-06-19,Atlanta,Casual Viewer,Email Campaign,25-34,Male,England,False,True,0,0,0,128.46,41.1,Medium
FAN000224,2026-07-01,Chicago,Converted Fan,Digital Ad,35-44,Male,Other,False,True,1,0,1,436.24,48.7,High
FAN000225,2026-06-27,Boston,Converted Fan,Social Media,45-54,Male,Other,False,False,1,0,0,466.49,67.4,High
FAN000226,2026-06-27,Chicago,Lapsed Fan,Organic Search,25-34,Male,USA,True,False,0,0,0,201.28,75.1,High
FAN000227,2026-10-16,New York,Casual Viewer,Digital Ad,18-24,Male,Mexico,True,False,0,1,1,98.49,69.1,Medium
FAN000228,2026-07-02,San Francisco,Lapsed Fan,Social Media,35-44,Female,USA,True,False,0,0,0,223.49,48.0,Medium
FAN000229,2026-09-03,New York,Casual Viewer,Digital Ad,25-34,Male,Mexico,True,True,0,0,0,101.84,60.1,Medium
FAN000230,2026-07-16,Other,New to Soccer,Email Campaign,25-34,Non-binary/Other,Other,True,False,0,0,0,88.13,19.2,Low
FAN000231,2026-08-09,Chicago,Casual Viewer,Email Campaign,55+,Male,USA,True,True,0,1,0,159.23,62.0,Low
FAN000232,2026-07-07,New York,Casual Viewer,In-Stadium,35-44,Male,Other,True,False,0,0,0,141.97,81.4,Low
FAN000233,2026-07-11,Los Angeles,Converted Fan,In-Stadium,18-24,Female,Other,False,True,0,0,1,303.52,46.2,Medium
FAN000234,2026-07-07,Atlanta,Casual Viewer,Digital Ad,45-54,Male,USA,False,False,0,1,1,125.1,78.6,Medium
FAN000235,2026-06-25,Los Angeles,New to Soccer,In-Stadium,25-34,Non-binary/Other,Germany,False,False,0,0,0,87.15,76.7,High
FAN000236,2026-07-28,Atlanta,Casual Viewer,TV Promotion,55+,Male,USA,True,False,0,0,0,123.46,76.7,Low
FAN000237,2026-06-28,New York,New to Soccer,In-Stadium,18-24,Male,USA,False,True,0,1,1,101.35,43.1,Low
FAN000238,2026-06-13,Houston,New to Soccer,In-Stadium,25-34,Female,Other,False,False,0,0,0,96.1,70.6,Medium
FAN000239,2026-07-18,Atlanta,New to Soccer,Email Campaign,35-44,Female,USA,False,True,0,0,0,75.89,38.0,Medium
FAN000240,2026-06-24,New York,New to Soccer,Email Campaign,18-24,Male,USA,True,False,0,0,0,64.45,48.5,High
FAN000241,2026-09-27,Los Angeles,Lapsed Fan,Partner Referral,25-34,Male,USA,True,True,1,1,1,226.22,42.6,Medium
FAN000242,2026-10-05,Denver,Converted Fan,Digital Ad,25-34,Female,USA,True,False,0,1,0,373.51,43.0,Medium
FAN000243,2026-09-13,Miami,Lapsed Fan,TV Promotion,25-34,Male,Other,True,True,0,1,1,197.49,68.8,Medium
FAN000244,2026-07-02,San Francisco,Casual Viewer,Social Media,25-34,Female,Colombia,False,False,1,1,0,124.18,52.2,Low
FAN000245,2026-06-12,Atlanta,Lapsed Fan,Social Media,35-44,Male,Brazil,True,True,0,0,1,208.03,87.0,Low
FAN000246,2026-09-20,Houston,Casual Viewer,Email Campaign,35-44,Female,Argentina,True,False,0,0,0,136.04,79.4,Low
FAN000247,2026-07-04,Atlanta,New to Soccer,In-Stadium,18-24,Male,Other,False,True,0,0,0,81.61,46.0,High
FAN000248,2026-10-12,Dallas,New to Soccer,Social Media,18-24,Male,Mexico,False,True,0,1,1,83.42,43.5,Low
FAN000249,2026-10-10,San Francisco,Casual Viewer,Social Media,25-34,Female,England,False,False,1,1,1,125.72,38.2,Medium
FAN000250,2026-08-22,New York,Lapsed Fan,Social Media,55+,Male,Other,True,False,0,0,1,174.36,69.9,Medium
FAN000251,2026-06-29,Other,Lapsed Fan,In-Stadium,18-24,Female,USA,True,False,0,0,0,213.08,68.6,Low
FAN000252,2026-07-02,Seattle,Converted Fan,In-Stadium,25-34,Male,Other,False,False,0,1,1,391.55,32.9,High
FAN000253,2026-08-21,Los Angeles,Casual Viewer,Social Media,25-34,Female,USA,False,False,0,1,0,146.71,50.3,Medium
FAN000254,2026-06-29,Miami,Casual Viewer,Social Media,18-24,Male,USA,True,True,0,0,1,112.49,39.3,High
FAN000255,2026-06-23,Chicago,Lapsed Fan,Digital Ad,25-34,Male,Argentina,False,False,0,1,0,149.7,36.0,Medium
FAN000256,2026-07-10,Dallas,Converted Fan,Social Media,18-24,Male,Mexico,True,False,1,0,1,397.33,55.4,High
FAN000257,2026-09-24,Other,Casual Viewer,Social Media,18-24,Male,Brazil,True,False,0,0,1,160.36,55.6,Medium
FAN000258,2026-07-24,New York,Converted Fan,Social Media,45-54,Female,England,True,True,0,0,1,250.07,18.6,High
FAN000259,2026-07-11,Other,New to Soccer,Digital Ad,55+,Male,USA,True,True,0,0,0,106.92,53.1,Medium
FAN000260,2026-06-19,New York,New to Soccer,Email Campaign,25-34,Male,Mexico,True,False,0,0,1,94.41,85.1,Medium
FAN000261,2026-07-15,Houston,Lapsed Fan,Social Media,18-24,Non-binary/Other,Brazil,True,False,1,0,0,271.99,54.1,High
FAN000262,2026-10-26,Houston,Lapsed Fan,In-Stadium,55+,Male,USA,True,False,1,1,0,221.38,58.4,Medium
FAN000263,2026-06-22,Los Angeles,Lapsed Fan,Social Media,35-44,Non-binary/Other,USA,False,True,1,1,0,143.63,45.5,Low
FAN000264,2026-07-08,Miami,Casual Viewer,Partner Referral,35-44,Male,Mexico,True,False,0,0,0,166.29,47.9,Medium
FAN000265,2026-08-29,Seattle,Casual Viewer,Email Campaign,55+,Female,Other,True,False,0,0,0,125.83,67.0,Low
FAN000266,2026-07-30,Los Angeles,Converted Fan,In-Stadium,25-34,Male,Colombia,True,False,0,1,0,397.12,40.0,Medium
FAN000267,2026-07-24,New York,Converted Fan,In-Stadium,45-54,Male,Germany,True,True,1,1,1,384.72,38.6,Low
FAN000268,2026-07-25,Dallas,Casual Viewer,In-Stadium,25-34,Female,Mexico,False,True,0,0,0,148.06,56.0,Medium
FAN000269,2026-07-01,Boston,Lapsed Fan,TV Promotion,25-34,Male,Brazil,False,True,1,0,0,258.56,62.3,Low
FAN000270,2026-06-29,Other,Lapsed Fan,Digital Ad,25-34,Female,USA,True,False,1,1,0,212.53,40.2,Low
FAN000271,2026-08-12,New York,Casual Viewer,Digital Ad,35-44,Non-binary/Other,USA,True,True,0,0,0,172.07,62.9,High
FAN000272,2026-08-12,Denver,Casual Viewer,Digital Ad,25-34,Male,Brazil,True,True,1,0,0,128.7,78.9,Low
FAN000273,2026-08-26,Houston,Casual Viewer,Partner Referral,35-44,Male,Argentina,True,False,1,0,0,144.68,35.4,Medium
FAN000274,2026-09-12,Los Angeles,Casual Viewer,Email Campaign,18-24,Female,Mexico,False,True,0,0,0,169.76,59.2,Medium
FAN000275,2026-07-08,Other,Converted Fan,Organic Search,35-44,Male,USA,True,False,1,0,0,395.2,49.5,Medium
FAN000276,2026-07-07,Los Angeles,Converted Fan,Email Campaign,25-34,Female,Colombia,True,False,0,0,1,457.01,69.1,High
FAN000277,2026-08-09,San Francisco,Converted Fan,Digital Ad,35-44,Male,USA,False,True,1,1,0,345.97,33.9,High
FAN000278,2026-07-18,Boston,Converted Fan,Digital Ad,18-24,Female,USA,False,False,0,0,1,367.43,60.9,High
FAN000279,2026-07-25,Chicago,Lapsed Fan,Digital Ad,55+,Male,USA,False,True,0,0,0,244.73,51.3,High
FAN000280,2026-08-09,San Francisco,Casual Viewer,Digital Ad,35-44,Female,Other,False,False,0,1,0,165.04,58.4,Low
FAN000281,2026-09-03,Miami,Converted Fan,Digital Ad,25-34,Female,Mexico,True,False,0,0,1,433.5,23.2,High
FAN000282,2026-06-30,Los Angeles,Converted Fan,Email Campaign,18-24,Male,USA,False,True,0,1,1,429.8,81.3,Medium
FAN000283,2026-07-02,Boston,Casual Viewer,In-Stadium,18-24,Female,Colombia,True,False,0,1,1,144.44,43.3,High
FAN000284,2026-06-19,Other,Lapsed Fan,Email Campaign,45-54,Male,England,True,True,0,0,0,174.38,40.6,Low
FAN000285,2026-07-12,Houston,Casual Viewer,Digital Ad,25-34,Female,Brazil,True,True,0,0,0,127.08,84.5,Low
FAN000286,2026-06-14,Other,Casual Viewer,Social Media,18-24,Female,USA,False,False,0,0,0,121.15,83.9,Medium
FAN000287,2026-07-05,Chicago,Lapsed Fan,Digital Ad,55+,Male,Mexico,True,False,0,0,0,243.06,72.9,Low
FAN000288,2026-07-09,Houston,Casual Viewer,Email Campaign,35-44,Male,USA,True,False,1,0,0,118.7,9.5,Medium
FAN000289,2026-06-28,Dallas,Converted Fan,Email Campaign,25-34,Female,Mexico,False,False,1,1,1,238.08,72.6,Low
FAN000290,2026-07-13,Los Angeles,Lapsed Fan,Social Media,25-34,Male,USA,True,False,0,0,1,217.33,55.9,High
FAN000291,2026-06-14,Denver,New to Soccer,Digital Ad,55+,Female,USA,False,False,0,0,0,96.48,55.4,Medium
FAN000292,2026-06-15,Seattle,Converted Fan,Partner Referral,25-34,Female,Mexico,False,True,1,0,0,415.4,55.1,Medium
FAN000293,2026-08-14,Atlanta,Casual Viewer,Social Media,55+,Female,Other,True,False,0,0,0,159.56,32.1,High
FAN000294,2026-07-01,Miami,Converted Fan,Organic Search,55+,Male,England,True,False,1,1,1,380.59,72.8,Medium
FAN000295,2026-06-21,Denver,Casual Viewer,Social Media,35-44,Female,England,True,False,0,1,1,131.78,71.0,Low
FAN000296,2026-07-08,Dallas,Converted Fan,Digital Ad,45-54,Female,Colombia,True,True,1,1,1,377.68,52.8,Medium
FAN000297,2026-08-04,Houston,New to Soccer,Email Campaign,18-24,Female,USA,True,True,0,0,0,99.19,49.7,Low
FAN000298,2026-06-25,Other,Casual Viewer,Social Media,25-34,Non-binary/Other,USA,True,True,0,0,0,130.37,58.3,Medium
FAN000299,2026-07-15,Chicago,Converted Fan,Social Media,18-24,Male,Mexico,True,False,1,1,0,351.49,40.6,Medium
FAN000300,2026-06-19,Houston,Lapsed Fan,Digital Ad,18-24,Female,USA,True,False,0,0,0,245.31,49.2,Medium
FAN000301,2026-06-16,New York,Casual Viewer,Email Campaign,18-24,Non-binary/Other,USA,True,True,0,0,1,147.31,41.3,High
FAN000302,2026-07-09,Other,Lapsed Fan,Social Media,25-34,Female,Brazil,True,False,0,0,1,189.82,68.4,Low
FAN000303,2026-07-09,Los Angeles,Lapsed Fan,Digital Ad,18-24,Male,USA,True,False,0,0,1,193.74,48.7,Low
FAN000304,2026-07-17,Los Angeles,Converted Fan,Organic Search,35-44,Female,Mexico,True,False,0,1,0,388.92,80.1,High
FAN000305,2026-07-28,New York,Lapsed Fan,Digital Ad,25-34,Female,Other,True,False,0,0,0,159.46,74.4,Medium
FAN000306,2026-10-17,Houston,New to Soccer,Digital Ad,25-34,Male,USA,True,True,0,1,0,99.29,31.3,Low
FAN000307,2026-07-08,Los Angeles,Lapsed Fan,Digital Ad,18-24,Female,USA,True,True,0,0,0,208.15,68.2,Medium
FAN000308,2026-06-30,Boston,Converted Fan,Digital Ad,35-44,Female,USA,True,False,0,0,1,375.97,49.7,Low
FAN000309,2026-08-09,Los Angeles,Lapsed Fan,Digital Ad,45-54,Male,USA,True,False,0,0,0,193.95,53.6,High
FAN000310,2026-06-28,San Francisco,Lapsed Fan,Digital Ad,25-34,Female,Argentina,False,True,1,0,1,196.29,20.9,Medium
FAN000311,2026-07-04,Los Angeles,Converted Fan,Partner Referral,18-24,Non-binary/Other,Colombia,True,False,1,1,0,389.11,74.4,Medium
FAN000312,2026-06-18,Los Angeles,New to Soccer,Partner Referral,18-24,Female,Other,True,True,0,0,0,76.11,33.6,Low
FAN000313,2026-06-13,Seattle,New to Soccer,Digital Ad,25-34,Female,Argentina,False,False,0,0,0,94.24,22.7,Medium
FAN000314,2026-10-10,Chicago,Lapsed Fan,Digital Ad,25-34,Female,Colombia,False,False,0,0,1,206.2,23.8,Medium
FAN000315,2026-08-18,New York,New to Soccer,Partner Referral,25-34,Male,Other,True,False,0,0,0,98.78,49.8,High
FAN000316,2026-07-24,Other,Lapsed Fan,Email Campaign,25-34,Female,Mexico,False,True,0,0,1,183.15,43.0,Low
FAN000317,2026-07-03,New York,Converted Fan,Digital Ad,25-34,Female,Brazil,True,False,1,0,0,393.98,59.4,Low
FAN000318,2026-06-24,New York,Converted Fan,Partner Referral,25-34,Female,Other,True,False,0,0,0,400.87,36.8,Low
FAN000319,2026-06-23,Chicago,Converted Fan,Partner Referral,25-34,Male,USA,True,True,0,0,0,416.24,42.4,High
FAN000320,2026-06-27,New York,New to Soccer,Partner Referral,35-44,Female,Other,True,False,0,0,0,95.9,61.0,Low
FAN000321,2026-07-10,New York,Lapsed Fan,Digital Ad,35-44,Female,USA,True,True,0,0,0,197.87,62.1,Medium
FAN000322,2026-07-26,Atlanta,Converted Fan,Partner Referral,25-34,Female,Other,True,True,0,0,1,396.53,65.5,Medium
FAN000323,2026-07-19,New York,Casual Viewer,Social Media,35-44,Female,USA,True,False,0,0,1,152.16,74.3,Medium
FAN000324,2026-06-28,New York,Lapsed Fan,Digital Ad,35-44,Male,Argentina,True,False,0,0,1,197.38,77.9,Low
FAN000325,2026-10-05,Atlanta,Converted Fan,Social Media,25-34,Female,USA,False,True,0,0,1,259.89,86.3,Medium
FAN000326,2026-07-30,Houston,New to Soccer,Social Media,55+,Male,Colombia,False,False,0,0,0,101.59,44.2,Low
FAN000327,2026-07-10,New York,Casual Viewer,In-Stadium,45-54,Female,Mexico,False,True,0,0,0,159.02,59.0,High
FAN000328,2026-07-14,Miami,Lapsed Fan,Social Media,45-54,Male,USA,True,True,0,1,0,187.95,33.7,High
FAN000329,2026-07-04,New York,Casual Viewer,Email Campaign,55+,Male,Other,False,False,1,0,1,159.89,38.9,High
FAN000330,2026-06-27,Chicago,Casual Viewer,Digital Ad,18-24,Male,Brazil,False,False,0,0,0,149.42,18.6,Low
FAN000331,2026-07-01,Miami,Casual Viewer,Social Media,18-24,Female,Other,True,False,0,0,1,106.97,60.0,Medium
FAN000332,2026-08-02,Other,New to Soccer,Email Campaign,35-44,Female,Mexico,True,False,0,0,0,112.77,53.9,High
FAN000333,2026-06-12,Los Angeles,Converted Fan,Social Media,35-44,Male,USA,False,False,0,0,1,420.29,32.9,High
FAN000334,2026-06-21,Boston,Casual Viewer,Email Campaign,25-34,Female,Colombia,True,False,0,1,0,134.99,42.8,Medium
FAN000335,2026-06-15,New York,Converted Fan,Digital Ad,35-44,Male,USA,True,True,1,1,1,433.33,33.6,Low
FAN000336,2026-06-15,Chicago,Lapsed Fan,Digital Ad,25-34,Female,Argentina,True,True,0,0,0,224.41,60.1,Low
FAN000337,2026-08-23,Los Angeles,Converted Fan,Digital Ad,25-34,Male,Colombia,True,False,0,0,1,338.62,39.0,Low
FAN000338,2026-07-25,Houston,Casual Viewer,Digital Ad,35-44,Female,Mexico,False,False,0,0,0,153.46,43.3,Low
FAN000339,2026-07-06,Chicago,Casual Viewer,Partner Referral,35-44,Male,Mexico,True,False,0,0,0,122.4,41.1,Low
FAN000340,2026-06-19,Other,Lapsed Fan,Digital Ad,35-44,Female,Other,False,True,0,0,1,207.11,62.6,Medium
FAN000341,2026-07-07,Denver,New to Soccer,Digital Ad,55+,Female,USA,True,True,0,0,0,98.06,39.1,High
FAN000342,2026-07-06,Miami,Lapsed Fan,In-Stadium,45-54,Male,USA,True,False,0,0,0,248.27,55.8,Low
FAN000343,2026-06-24,New York,New to Soccer,Social Media,18-24,Female,Mexico,False,True,0,0,0,101.84,69.8,Low
FAN000344,2026-07-04,Miami,New to Soccer,Social Media,45-54,Male,USA,True,False,0,1,1,86.18,46.6,Low
FAN000345,2026-07-03,Seattle,Casual Viewer,Partner Referral,25-34,Male,Mexico,True,True,0,1,0,104.07,39.3,Low
FAN000346,2026-07-15,New York,New to Soccer,Email Campaign,35-44,Male,USA,False,False,0,0,0,91.96,41.1,High
FAN000347,2026-07-17,Chicago,Casual Viewer,Digital Ad,35-44,Male,Mexico,False,True,0,0,0,193.77,28.5,Low
FAN000348,2026-06-15,New York,Converted Fan,Digital Ad,18-24,Female,Mexico,True,False,1,0,1,465.09,38.6,High
FAN000349,2026-07-02,Los Angeles,Converted Fan,Social Media,55+,Female,Colombia,True,True,0,1,1,332.07,75.0,Low
FAN000350,2026-07-16,New York,Lapsed Fan,Social Media,25-34,Female,Other,True,True,0,0,1,266.51,58.4,Medium
FAN000351,2026-07-07,Other,Lapsed Fan,Digital Ad,55+,Male,USA,True,True,0,0,0,251.49,53.7,Low
FAN000352,2026-08-23,New York,Casual Viewer,Digital Ad,25-34,Male,USA,True,False,0,0,1,126.1,64.1,High
FAN000353,2026-07-19,New York,New to Soccer,Partner Referral,25-34,Female,USA,False,True,0,0,0,133.48,27.4,Low
FAN000354,2026-06-23,Other,Casual Viewer,Social Media,18-24,Female,USA,True,False,0,0,0,133.27,24.3,High
FAN000355,2026-06-18,Houston,New to Soccer,Partner Referral,55+,Female,England,True,False,0,0,0,111.03,78.6,High
FAN000356,2026-07-17,Boston,New to Soccer,Partner Referral,25-34,Male,Other,True,True,0,1,0,70.15,49.8,Low
FAN000357,2026-06-14,Los Angeles,Lapsed Fan,Social Media,35-44,Male,USA,False,False,0,1,0,171.72,57.4,Low
FAN000358,2026-07-12,Miami,Lapsed Fan,In-Stadium,25-34,Female,Argentina,True,True,0,0,0,234.43,73.5,Low
FAN000359,2026-09-27,New York,New to Soccer,Email Campaign,25-34,Female,Colombia,False,True,0,0,0,95.3,62.1,High
FAN000360,2026-07-11,Chicago,Casual Viewer,Digital Ad,18-24,Female,Mexico,True,False,0,0,1,157.28,78.0,Medium
FAN000361,2026-07-02,Miami,Lapsed Fan,Digital Ad,18-24,Male,USA,False,False,0,0,1,255.68,58.5,High
FAN000362,2026-07-17,Houston,Converted Fan,Digital Ad,18-24,Male,Other,True,True,0,1,0,325.7,22.6,Low
FAN000363,2026-07-05,Chicago,Casual Viewer,Digital Ad,25-34,Female,USA,True,True,0,0,0,141.5,40.3,Medium
FAN000364,2026-07-10,Boston,Casual Viewer,Email Campaign,25-34,Female,Other,False,False,0,0,0,154.7,60.6,Low
FAN000365,2026-09-27,Houston,Lapsed Fan,Partner Referral,35-44,Male,Mexico,True,True,0,1,0,248.09,69.8,High
FAN000366,2026-07-02,Dallas,Casual Viewer,Partner Referral,35-44,Male,Colombia,True,False,0,0,0,113.8,70.6,Medium
FAN000367,2026-10-09,Los Angeles,Converted Fan,Social Media,25-34,Female,USA,True,True,0,0,1,293.98,71.4,High
FAN000368,2026-09-09,Atlanta,Casual Viewer,Social Media,18-24,Female,USA,True,False,0,0,1,143.91,52.7,Low
FAN000369,2026-06-25,Chicago,Converted Fan,Email Campaign,35-44,Male,USA,True,True,0,1,1,466.61,70.0,Low
FAN000370,2026-06-17,Houston,Lapsed Fan,Partner Referral,35-44,Male,Brazil,True,False,0,0,0,215.74,67.0,Low
FAN000371,2026-06-20,Chicago,Converted Fan,Partner Referral,18-24,Male,USA,True,False,0,1,1,324.94,61.8,High
FAN000372,2026-06-13,Denver,New to Soccer,Social Media,25-34,Female,Argentina,True,False,0,1,0,85.73,39.6,Medium
FAN000373,2026-06-19,Denver,Converted Fan,Digital Ad,35-44,Male,Mexico,True,True,0,0,0,361.7,40.8,Medium
FAN000374,2026-07-22,Los Angeles,Casual Viewer,Digital Ad,25-34,Male,Mexico,False,False,0,0,0,101.9,37.8,High
FAN000375,2026-06-18,Boston,New to Soccer,Social Media,35-44,Male,USA,True,True,0,0,0,94.77,59.9,Medium
FAN000376,2026-06-30,New York,Converted Fan,Social Media,35-44,Female,USA,True,False,0,1,1,335.7,69.6,Low
FAN000377,2026-08-20,New York,New to Soccer,Organic Search,18-24,Male,Other,True,False,0,1,0,94.67,65.6,Medium
FAN000378,2026-06-13,Seattle,Casual Viewer,TV Promotion,35-44,Male,USA,True,False,0,0,1,176.65,66.2,Medium
FAN000379,2026-08-13,New York,Lapsed Fan,Digital Ad,35-44,Male,USA,False,False,0,1,0,247.55,40.7,High
FAN000380,2026-06-28,New York,Casual Viewer,Organic Search,25-34,Male,Mexico,True,True,0,0,1,153.63,45.0,Medium
FAN000381,2026-06-21,Miami,Casual Viewer,Social Media,55+,Female,Mexico,False,False,0,1,1,130.41,66.9,Medium
FAN000382,2026-07-24,Seattle,New to Soccer,Email Campaign,25-34,Male,USA,True,True,0,0,1,107.05,67.7,Medium
FAN000383,2026-07-16,Los Angeles,Casual Viewer,Digital Ad,18-24,Male,Mexico,True,True,0,1,0,111.52,44.4,Low
FAN000384,2026-08-29,New York,Converted Fan,In-Stadium,55+,Female,USA,False,True,0,1,1,328.15,59.4,Low
FAN000385,2026-07-29,New York,Casual Viewer,Digital Ad,35-44,Female,Other,False,False,0,0,1,133.01,48.3,Low
FAN000386,2026-08-10,New York,Converted Fan,Partner Referral,55+,Male,USA,True,True,0,0,0,438.86,70.4,Low
FAN000387,2026-06-28,New York,Casual Viewer,Partner Referral,18-24,Female,Other,True,True,0,0,1,123.91,100.0,High
FAN000388,2026-06-24,Other,Lapsed Fan,Digital Ad,25-34,Male,USA,True,False,1,0,0,214.99,68.3,Medium
FAN000389,2026-08-01,New York,Casual Viewer,Email Campaign,25-34,Female,Brazil,True,False,0,0,1,113.79,91.0,Low
FAN000390,2026-08-11,Miami,Casual Viewer,Email Campaign,18-24,Female,Argentina,True,False,1,0,1,155.99,75.7,Medium
FAN000391,2026-10-26,Other,Casual Viewer,Partner Referral,25-34,Female,Mexico,True,True,0,0,0,151.68,89.8,Low
FAN000392,2026-07-03,Dallas,Casual Viewer,Email Campaign,18-24,Female,Mexico,False,False,0,0,0,167.62,74.5,Medium
FAN000393,2026-07-02,New York,Converted Fan,Digital Ad,18-24,Male,Mexico,True,False,0,0,1,375.23,49.6,Medium
FAN000394,2026-08-05,Miami,Converted Fan,Social Media,35-44,Male,Mexico,True,True,1,0,1,433.19,53.6,Low
FAN000395,2026-06-30,Denver,Converted Fan,Partner Referral,45-54,Male,USA,True,False,0,0,1,288.54,36.1,High
FAN000396,2026-09-21,Los Angeles,Lapsed Fan,Email Campaign,45-54,Female,Mexico,True,True,1,0,1,178.05,60.2,Medium
FAN000397,2026-08-23,Los Angeles,Casual Viewer,Digital Ad,18-24,Male,Argentina,False,False,0,0,0,128.8,72.0,Medium
FAN000398,2026-07-04,Los Angeles,Converted Fan,Digital Ad,18-24,Female,Brazil,True,False,0,0,1,321.89,83.8,High
FAN000399,2026-08-01,Houston,Converted Fan,Social Media,18-24,Male,USA,True,False,0,1,0,379.55,58.3,Medium
FAN000400,2026-08-01,Los Angeles,Casual Viewer,Social Media,35-44,Male,Brazil,True,False,0,1,0,167.34,57.5,High
FAN000401,2026-06-20,San Francisco,Casual Viewer,Social Media,25-34,Non-binary/Other,Brazil,True,False,1,0,0,136.43,100.0,Low
FAN000402,2026-09-07,Dallas,Lapsed Fan,Digital Ad,25-34,Male,England,True,False,0,0,0,196.54,68.7,Medium
FAN000403,2026-07-07,Chicago,Lapsed Fan,Email Campaign,25-34,Female,Brazil,True,False,0,0,1,254.08,73.0,High
FAN000404,2026-08-15,San Francisco,Lapsed Fan,Partner Referral,35-44,Female,USA,False,True,0,0,1,167.91,74.7,Medium
FAN000405,2026-06-30,New York,Casual Viewer,Email Campaign,45-54,Female,USA,True,True,0,1,0,135.38,57.5,Medium
FAN000406,2026-09-05,Boston,Casual Viewer,Digital Ad,55+,Female,USA,False,False,1,0,0,124.14,44.5,High
FAN000407,2026-07-02,Miami,New to Soccer,Digital Ad,45-54,Female,USA,True,False,0,0,0,96.4,59.2,Low
FAN000408,2026-06-12,Dallas,Lapsed Fan,Email Campaign,55+,Female,USA,True,False,1,0,1,195.1,66.4,Medium
FAN000409,2026-09-09,New York,New to Soccer,TV Promotion,35-44,Female,USA,True,True,0,0,0,74.1,67.5,Medium
FAN000410,2026-06-19,Dallas,Casual Viewer,Digital Ad,55+,Male,USA,False,True,0,0,0,135.28,67.9,Low
FAN000411,2026-06-30,Houston,Lapsed Fan,Email Campaign,55+,Male,USA,True,False,0,0,0,197.24,74.1,Medium
FAN000412,2026-10-02,Houston,Casual Viewer,Social Media,35-44,Male,USA,False,True,1,0,0,133.08,36.4,Low
FAN000413,2026-10-03,Los Angeles,New to Soccer,In-Stadium,35-44,Female,USA,False,False,0,0,0,75.06,60.2,High
FAN000414,2026-07-11,New York,Converted Fan,Digital Ad,25-34,Male,Mexico,False,True,0,0,1,394.49,52.2,Medium
