fan_id,segment,campaign_type,emails_sent,email_open_rate,click_through_rate,app_sessions_30d,push_opt_in,days_since_last_touch,journey_stage,revenue_generated_usd
FAN000296,New to Soccer,Re-engagement,1,0.649,0.058,4,False,81,Awareness,25.13
FAN000297,Casual Viewer,Content Newsletter,2,0.512,0.06,28,True,13,Awareness,272.41
FAN000298,Casual Viewer,Re-engagement,6,0.259,0.066,19,True,71,Conversion,14.69
FAN000299,Lapsed Fan,Loyalty Reward,2,0.357,0.131,26,True,1,Conversion,168.33
FAN000300,New to Soccer,Ticket Upsell,8,0.279,0.16,20,False,88,Consideration,7.76
FAN000301,Converted Fan,Loyalty Reward,2,0.322,0.101,26,False,84,Loyalty,46.15
FAN000302,Casual Viewer,Re-engagement,11,0.577,0.074,18,True,26,Loyalty,10.78
FAN000303,Lapsed Fan,Merchandise Offer,3,0.342,0.027,2,False,15,Conversion,16.53
FAN000304,Casual Viewer,Loyalty Reward,8,0.303,0.108,24,True,47,Consideration,7.66
FAN000305,New to Soccer,Re-engagement,11,0.404,0.06,7,True,88,Conversion,44.55
FAN000306,Casual Viewer,Content Newsletter,2,0.256,0.068,1,False,51,Churned,50.62
FAN000307,Casual Viewer,Loyalty Reward,10,0.07,0.126,5,False,39,Awareness,62.43
FAN000308,New to Soccer,Content Newsletter,9,0.276,0.123,31,False,8,Awareness,13.72
FAN000309,Lapsed Fan,Merchandise Offer,4,0.153,0.101,19,True,10,Conversion,18.48
FAN000310,Lapsed Fan,Merchandise Offer,2,0.208,0.109,3,False,3,Churned,69.56
FAN000311,Converted Fan,Merchandise Offer,2,0.356,0.135,18,True,26,Loyalty,80.31
FAN000312,Casual Viewer,Loyalty Reward,6,0.308,0.095,4,True,87,Awareness,98.54
FAN000313,Lapsed Fan,Merchandise Offer,8,0.289,0.081,3,False,65,Awareness,12.25
FAN000314,Lapsed Fan,Content Newsletter,4,0.482,0.128,22,False,1,Consideration,29.91
FAN000315,Lapsed Fan,Loyalty Reward,5,0.405,0.076,24,True,64,Awareness,46.19
FAN000316,Casual Viewer,Content Newsletter,3,0.485,0.105,2,False,39,Loyalty,112.28
FAN000317,Lapsed Fan,Merchandise Offer,7,0.404,0.138,0,True,24,Conversion,30.87
FAN000318,Casual Viewer,Merchandise Offer,9,0.535,0.028,28,False,15,Consideration,89.09
FAN000319,Casual Viewer,Content Newsletter,11,0.472,0.128,25,True,18,Consideration,310.09
FAN000320,New to Soccer,Content Newsletter,3,0.448,0.088,5,True,80,Awareness,14.95
FAN000321,Casual Viewer,Re-engagement,7,0.427,0.112,4,True,76,Loyalty,200.03
FAN000322,Casual Viewer,Merchandise Offer,8,0.317,0.086,13,True,74,Churned,19.17
FAN000323,New to Soccer,Welcome Series,10,0.251,0.031,41,True,11,Awareness,14.51
FAN000324,Casual Viewer,Re-engagement,4,0.638,0.131,7,True,35,Consideration,56.88
FAN000325,New to Soccer,Ticket Upsell,4,0.272,0.095,14,True,10,Consideration,43.81
FAN000326,Lapsed Fan,Ticket Upsell,5,0.327,0.099,3,True,39,Consideration,72.78
FAN000327,New to Soccer,Loyalty Reward,5,0.661,0.176,41,False,10,Consideration,52.58
FAN000328,Casual Viewer,Merchandise Offer,4,0.41,0.05,43,True,33,Awareness,21.47
FAN000329,Lapsed Fan,Loyalty Reward,4,0.413,0.122,26,False,61,Awareness,216.38
FAN000330,Casual Viewer,Re-engagement,5,0.389,0.091,27,True,50,Awareness,15.97
FAN000331,Converted Fan,Ticket Upsell,3,0.285,0.059,2,False,27,Conversion,53.01
FAN000332,New to Soccer,Content Newsletter,8,0.235,0.025,31,False,51,Consideration,11.95
FAN000333,Lapsed Fan,Content Newsletter,11,0.349,0.152,42,False,39,Loyalty,453.21
FAN000334,Casual Viewer,Content Newsletter,9,0.357,0.038,35,False,9,Consideration,3.77
FAN000335,Casual Viewer,Ticket Upsell,9,0.169,0.149,17,False,40,Conversion,3.13
FAN000336,Lapsed Fan,Content Newsletter,10,0.328,0.078,2,True,12,Conversion,106.07
FAN000337,Converted Fan,Welcome Series,5,0.451,0.137,23,True,53,Conversion,55.06
FAN000338,Lapsed Fan,Re-engagement,11,0.504,0.046,7,False,42,Awareness,235.76
FAN000339,Casual Viewer,Loyalty Reward,9,0.05,0.04,25,True,53,Consideration,100.7
FAN000340,Casual Viewer,Content Newsletter,9,0.4,0.044,38,False,70,Consideration,144.9
FAN000341,Converted Fan,Ticket Upsell,11,0.44,0.103,5,True,9,Loyalty,129.2
FAN000342,Casual Viewer,Re-engagement,9,0.226,0.084,23,False,6,Consideration,58.77
FAN000343,Casual Viewer,Welcome Series,11,0.456,0.118,30,False,84,Churned,238.36
FAN000344,Converted Fan,Merchandise Offer,8,0.397,0.101,13,False,17,Conversion,86.15
FAN000345,Lapsed Fan,Re-engagement,7,0.218,0.095,32,True,0,Churned,256.18
FAN000346,Converted Fan,Ticket Upsell,3,0.364,0.141,34,True,51,Churned,4.49
FAN000347,Casual Viewer,Re-engagement,6,0.217,0.148,23,True,41,Loyalty,194.93
FAN000348,Converted Fan,Loyalty Reward,11,0.413,0.114,41,True,43,Awareness,167.34
FAN000349,Casual Viewer,Re-engagement,6,0.346,0.146,5,True,13,Awareness,45.5
FAN000350,New to Soccer,Re-engagement,10,0.251,0.151,8,True,79,Churned,239.48
FAN000351,Lapsed Fan,Loyalty Reward,9,0.246,0.031,43,False,87,Loyalty,61.07
FAN000352,Lapsed Fan,Welcome Series,4,0.482,0.059,26,False,20,Loyalty,212.56
FAN000353,Casual Viewer,Welcome Series,8,0.247,0.062,23,False,33,Consideration,24.27
FAN000354,Converted Fan,Welcome Series,10,0.45,0.058,27,True,71,Conversion,178.67
FAN000355,Converted Fan,Merchandise Offer,8,0.152,0.068,4,True,11,Churned,126.88
FAN000356,New to Soccer,Content Newsletter,5,0.297,0.043,1,True,31,Consideration,108.34
FAN000357,Converted Fan,Content Newsletter,5,0.163,0.091,42,True,58,Consideration,72.79
FAN000358,Casual Viewer,Merchandise Offer,3,0.333,0.119,28,False,8,Consideration,34.37
FAN000359,Lapsed Fan,Welcome Series,1,0.381,0.103,16,True,76,Conversion,162.04
FAN000360,Casual Viewer,Merchandise Offer,5,0.308,0.1,31,True,81,Churned,11.92
FAN000361,Casual Viewer,Ticket Upsell,9,0.253,0.08,41,True,14,Churned,269.69
FAN000362,New to Soccer,Loyalty Reward,5,0.356,0.099,27,False,66,Loyalty,6.05
FAN000363,Converted Fan,Welcome Series,11,0.507,0.073,12,False,65,Consideration,24.21
FAN000364,New to Soccer,Merchandise Offer,4,0.533,0.098,24,True,48,Consideration,141.14
FAN000365,Lapsed Fan,Loyalty Reward,6,0.46,0.141,17,True,9,Awareness,39.52
FAN000366,Casual Viewer,Re-engagement,2,0.412,0.01,16,False,70,Consideration,239.68
FAN000367,Casual Viewer,Loyalty Reward,6,0.508,0.126,6,False,10,Awareness,105.7
FAN000368,Lapsed Fan,Merchandise Offer,10,0.538,0.089,29,True,41,Awareness,90.75
FAN000369,Casual Viewer,Loyalty Reward,3,0.448,0.218,33,False,21,Churned,392.94
FAN000370,Casual Viewer,Ticket Upsell,8,0.292,0.122,26,True,2,Loyalty,115.63
FAN000371,Lapsed Fan,Ticket Upsell,5,0.05,0.045,12,True,68,Awareness,159.71
FAN000372,Converted Fan,Welcome Series,3,0.378,0.101,28,False,49,Awareness,88.69
FAN000373,Converted Fan,Content Newsletter,10,0.378,0.144,33,False,6,Churned,97.64
FAN000374,Lapsed Fan,Loyalty Reward,5,0.329,0.118,24,True,29,Consideration,45.56
FAN000375,Casual Viewer,Welcome Series,7,0.286,0.066,36,True,57,Loyalty,17.01
FAN000376,Casual Viewer,Ticket Upsell,1,0.382,0.01,14,False,21,Conversion,40.64
FAN000377,New to Soccer,Content Newsletter,5,0.442,0.1,33,True,78,Consideration,29.88
FAN000378,Casual Viewer,Merchandise Offer,10,0.203,0.136,5,False,50,Conversion,32.72
FAN000379,New to Soccer,Content Newsletter,10,0.378,0.057,29,True,86,Loyalty,182.44
FAN000380,New to Soccer,Re-engagement,2,0.372,0.112,15,True,80,Consideration,86.83
FAN000381,Casual Viewer,Ticket Upsell,2,0.593,0.143,11,True,4,Awareness,52.29
FAN000382,Converted Fan,Loyalty Reward,9,0.159,0.102,13,False,3,Conversion,94.63
FAN000383,Casual Viewer,Merchandise Offer,2,0.425,0.039,35,False,86,Consideration,21.1
FAN000384,Converted Fan,Re-engagement,6,0.427,0.161,2,True,54,Awareness,143.55
FAN000385,New to Soccer,Re-engagement,5,0.553,0.106,7,True,22,Churned,89.99
FAN000386,Converted Fan,Re-engagement,4,0.228,0.085,0,True,56,Conversion,242.97
FAN000387,New to Soccer,Ticket Upsell,6,0.448,0.093,17,False,14,Conversion,11.01
FAN000388,Lapsed Fan,Re-engagement,7,0.16,0.076,19,True,48,Consideration,28.93
FAN000389,Casual Viewer,Ticket Upsell,4,0.273,0.01,35,True,69,Conversion,37.72
FAN000390,Casual Viewer,Content Newsletter,7,0.343,0.088,10,True,26,Awareness,65.46
FAN000391,Casual Viewer,Merchandise Offer,11,0.246,0.134,36,True,10,Awareness,111.66
FAN000392,Converted Fan,Merchandise Offer,11,0.294,0.139,33,True,21,Awareness,122.18
FAN000393,Lapsed Fan,Ticket Upsell,5,0.353,0.092,38,True,89,Conversion,20.5
FAN000394,Casual Viewer,Content Newsletter,9,0.542,0.066,29,True,83,Conversion,23.4
FAN000395,Lapsed Fan,Loyalty Reward,7,0.402,0.079,37,False,60,Awareness,65.11
FAN000396,Casual Viewer,Re-engagement,11,0.526,0.104,1,False,57,Loyalty,12.09
FAN000397,Casual Viewer,Re-engagement,5,0.252,0.09,28,True,58,Loyalty,15.54
FAN000398,Converted Fan,Merchandise Offer,7,0.337,0.076,13,False,86,Consideration,394.42
FAN000399,Casual Viewer,Content Newsletter,3,0.114,0.065,20,True,7,Loyalty,138.75
FAN000400,Converted Fan,Content Newsletter,8,0.409,0.101,11,True,4,Loyalty,4.85
FAN000401,Lapsed Fan,Welcome Series,4,0.322,0.124,27,True,44,Churned,57.43
FAN000402,Converted Fan,Loyalty Reward,5,0.38,0.066,36,True,31,Conversion,55.49
FAN000403,Casual Viewer,Merchandise Offer,4,0.397,0.115,38,False,8,Awareness,170.2
FAN000404,Casual Viewer,Content Newsletter,4,0.34,0.076,1,True,15,Conversion,153.32
FAN000405,Casual Viewer,Re-engagement,3,0.372,0.135,16,True,82,Loyalty,38.13
FAN000406,Converted Fan,Content Newsletter,11,0.287,0.088,3,True,55,Conversion,99.47
FAN000407,New to Soccer,Merchandise Offer,4,0.229,0.01,11,True,16,Churned,4.83
FAN000408,Lapsed Fan,Re-engagement,3,0.222,0.062,14,False,57,Consideration,24.02
FAN000409,Lapsed Fan,Merchandise Offer,9,0.248,0.085,39,False,10,Churned,12.54
FAN000410,New to Soccer,Loyalty Reward,6,0.45,0.096,32,False,32,Loyalty,20.86
FAN000411,New to Soccer,Merchandise Offer,4,0.316,0.105,41,True,24,Loyalty,93.58
FAN000412,Casual Viewer,Merchandise Offer,2,0.371,0.092,31,True,80,Consideration,140.2
FAN000413,Lapsed Fan,Re-engagement,11,0.367,0.05,24,False,82,Churned,139.0
FAN000414,Casual Viewer,Merchandise Offer,4,0.202,0.119,44,True,69,Conversion,133.45
FAN000415,Lapsed Fan,Loyalty Reward,5,0.456,0.057,41,False,66,Churned,67.06
FAN000416,Casual Viewer,Merchandise Offer,10,0.244,0.119,33,False,31,Awareness,36.12
FAN000417,New to Soccer,Welcome Series,7,0.201,0.082,11,False,8,Loyalty,13.77
FAN000418,Casual Viewer,Loyalty Reward,3,0.447,0.049,13,True,24,Consideration,52.15
FAN000419,Casual Viewer,Loyalty Reward,4,0.072,0.138,3,False,70,Awareness,44.83
FAN000420,Lapsed Fan,Welcome Series,1,0.466,0.094,34,True,1,Conversion,35.51
FAN000421,New to Soccer,Loyalty Reward,2,0.089,0.203,33,False,30,Churned,327.96
FAN000422,Lapsed Fan,Welcome Series,3,0.258,0.109,43,True,70,Awareness,6.98
FAN000423,Lapsed Fan,Ticket Upsell,9,0.293,0.055,18,True,69,Awareness,107.45
FAN000424,Lapsed Fan,Ticket Upsell,5,0.324,0.161,18,False,40,Conversion,9.66
FAN000425,Lapsed Fan,Loyalty Reward,11,0.456,0.12,7,True,1,Awareness,108.06
FAN000426,New to Soccer,Re-engagement,7,0.399,0.079,30,True,2,Conversion,21.17
FAN000427,New to Soccer,Welcome Series,11,0.438,0.01,44,False,86,Awareness,51.58
FAN000428,Converted Fan,Loyalty Reward,8,0.101,0.093,27,False,8,Consideration,17.51
FAN000429,Lapsed Fan,Re-engagement,6,0.413,0.01,40,True,79,Conversion,2.1
FAN000430,New to Soccer,Loyalty Reward,2,0.41,0.089,31,True,47,Awareness,230.94
FAN000431,Converted Fan,Ticket Upsell,1,0.443,0.158,37,False,32,Awareness,239.84
FAN000432,Casual Viewer,Content Newsletter,4,0.371,0.199,5,True,22,Conversion,147.45
FAN000433,New to Soccer,Welcome Series,7,0.245,0.094,6,False,83,Loyalty,0.43
FAN000434,Lapsed Fan,Merchandise Offer,1,0.574,0.01,5,False,87,Awareness,37.91
FAN000435,Lapsed Fan,Re-engagement,11,0.264,0.107,11,True,71,Conversion,22.17
FAN000436,Casual Viewer,Welcome Series,10,0.252,0.091,24,True,23,Awareness,16.54
FAN000437,Converted Fan,Welcome Series,7,0.514,0.094,37,False,19,Awareness,42.55
FAN000438,Casual Viewer,Loyalty Reward,7,0.36,0.149,32,False,12,Awareness,66.15
FAN000439,Converted Fan,Content Newsletter,8,0.239,0.178,22,False,20,Conversion,196.48
FAN000440,New to Soccer,Merchandise Offer,10,0.402,0.109,3,False,71,Consideration,86.09
FAN000441,New to Soccer,Merchandise Offer,2,0.147,0.037,13,True,44,Churned,138.36
FAN000442,Casual Viewer,Re-engagement,9,0.382,0.156,18,True,20,Conversion,60.82
FAN000443,Casual Viewer,Welcome Series,4,0.414,0.053,25,True,25,Consideration,33.98
FAN000444,New to Soccer,Ticket Upsell,9,0.367,0.104,34,False,40,Awareness,87.22
FAN000445,New to Soccer,Content Newsletter,1,0.608,0.063,40,True,53,Consideration,128.69
FAN000446,Casual Viewer,Merchandise Offer,2,0.57,0.102,9,True,75,Awareness,0.14
FAN000447,New to Soccer,Ticket Upsell,7,0.425,0.12,16,False,87,Loyalty,14.54
FAN000448,Lapsed Fan,Ticket Upsell,7,0.241,0.039,19,True,52,Consideration,66.91
FAN000449,Lapsed Fan,Welcome Series,11,0.36,0.082,27,True,9,Consideration,2.17
FAN000450,Lapsed Fan,Merchandise Offer,4,0.275,0.126,4,True,81,Awareness,1.83
FAN000451,Lapsed Fan,Welcome Series,8,0.315,0.01,26,True,2,Conversion,146.62
FAN000452,Lapsed Fan,Welcome Series,10,0.073,0.084,8,True,67,Churned,24.55
FAN000453,New to Soccer,Loyalty Reward,8,0.355,0.115,24,True,76,Awareness,9.45
FAN000454,Converted Fan,Welcome Series,9,0.646,0.018,4,False,9,Consideration,51.24
FAN000455,Casual Viewer,Ticket Upsell,11,0.63,0.114,20,False,68,Awareness,44.16
FAN000456,Converted Fan,Welcome Series,3,0.079,0.136,44,True,83,Consideration,33.04
FAN000457,Lapsed Fan,Merchandise Offer,7,0.314,0.074,33,False,53,Awareness,73.33
FAN000458,New to Soccer,Re-engagement,11,0.293,0.021,27,True,82,Consideration,9.4
FAN000459,Converted Fan,Merchandise Offer,9,0.491,0.04,9,False,70,Consideration,261.61
FAN000460,Converted Fan,Welcome Series,5,0.272,0.15,35,False,48,Awareness,191.86
FAN000461,Casual Viewer,Ticket Upsell,3,0.237,0.112,37,False,7,Consideration,3.13
FAN000462,New to Soccer,Loyalty Reward,1,0.337,0.078,34,True,60,Loyalty,67.86
FAN000463,Converted Fan,Ticket Upsell,11,0.223,0.01,44,True,58,Conversion,33.73
FAN000464,Casual Viewer,Welcome Series,4,0.421,0.117,5,True,32,Churned,17.73
FAN000465,Converted Fan,Welcome Series,6,0.166,0.08,36,True,57,Conversion,47.96
FAN000466,Lapsed Fan,Merchandise Offer,5,0.371,0.058,35,True,79,Awareness,33.73
FAN000467,Lapsed Fan,Loyalty Reward,8,0.256,0.053,32,False,7,Awareness,18.81
FAN000468,New to Soccer,Ticket Upsell,3,0.243,0.031,8,False,72,Awareness,117.14
FAN000469,Casual Viewer,Ticket Upsell,4,0.175,0.01,33,True,38,Awareness,99.84
FAN000470,Casual Viewer,Re-engagement,10,0.331,0.081,6,True,12,Awareness,14.36
FAN000471,Casual Viewer,Merchandise Offer,1,0.186,0.156,23,True,86,Awareness,32.6
FAN000472,Converted Fan,Re-engagement,5,0.237,0.103,4,False,35,Awareness,58.61
FAN000473,Casual Viewer,Ticket Upsell,4,0.216,0.058,21,True,60,Conversion,16.38
FAN000474,New to Soccer,Loyalty Reward,7,0.178,0.033,40,False,84,Loyalty,46.85
FAN000475,Casual Viewer,Ticket Upsell,9,0.694,0.109,18,False,87,Loyalty,175.46
FAN000476,Converted Fan,Ticket Upsell,11,0.288,0.186,44,False,12,Consideration,139.13
FAN000477,Casual Viewer,Re-engagement,9,0.34,0.095,7,False,58,Consideration,25.46
FAN000478,Lapsed Fan,Merchandise Offer,7,0.057,0.125,28,True,79,Awareness,166.19
FAN000479,Casual Viewer,Merchandise Offer,1,0.167,0.126,17,True,15,Consideration,198.66
FAN000480,Casual Viewer,Re-engagement,6,0.497,0.103,18,False,58,Loyalty,30.05
FAN000481,Casual Viewer,Loyalty Reward,4,0.235,0.099,8,False,33,Awareness,50.65
FAN000482,Casual Viewer,Ticket Upsell,4,0.465,0.076,6,True,69,Awareness,81.37
FAN000483,Lapsed Fan,Merchandise Offer,8,0.325,0.047,42,False,42,Loyalty,93.69
FAN000484,Lapsed Fan,Ticket Upsell,9,0.31,0.089,35,False,7,Consideration,122.93
FAN000485,Casual Viewer,Welcome Series,1,0.545,0.077,29,True,2,Awareness,407.79
FAN000486,Converted Fan,Loyalty Reward,4,0.264,0.105,19,False,53,Churned,120.51
FAN000487,Converted Fan,Re-engagement,11,0.311,0.166,37,False,7,Awareness,95.99
FAN000488,Casual Viewer,Loyalty Reward,1,0.434,0.08,6,False,84,Loyalty,79.42
FAN000489,New to Soccer,Merchandise Offer,5,0.265,0.082,18,False,32,Conversion,35.62
FAN000490,Casual Viewer,Content Newsletter,4,0.248,0.105,22,False,7,Churned,17.02
FAN000491,Casual Viewer,Loyalty Reward,8,0.441,0.156,13,False,87,Loyalty,69.2
FAN000492,Casual Viewer,Loyalty Reward,1,0.158,0.123,40,True,71,Conversion,19.39
FAN000493,New to Soccer,Merchandise Offer,4,0.379,0.173,6,True,89,Loyalty,18.48
FAN000494,New to Soccer,Ticket Upsell,4,0.356,0.115,21,False,37,Churned,10.18
FAN000495,Casual Viewer,Merchandise Offer,7,0.194,0.054,25,True,7,Consideration,87.46
FAN000496,New to Soccer,Merchandise Offer,11,0.285,0.129,20,False,51,Conversion,57.88
FAN000497,Casual Viewer,Ticket Upsell,5,0.167,0.076,11,True,54,Awareness,2.98
FAN000498,Lapsed Fan,Content Newsletter,9,0.541,0.126,29,True,4,Consideration,132.86
FAN000499,Converted Fan,Loyalty Reward,6,0.275,0.091,7,True,66,Consideration,27.25
FAN000500,Lapsed Fan,Merchandise Offer,10,0.491,0.013,27,False,53,Loyalty,9.13
FAN000501,Lapsed Fan,Loyalty Reward,2,0.412,0.056,21,False,82,Awareness,111.15
FAN000502,Casual Viewer,Loyalty Reward,3,0.306,0.048,38,False,31,Consideration,34.24
FAN000503,Converted Fan,Welcome Series,3,0.341,0.076,24,False,74,Conversion,16.49
FAN000504,Lapsed Fan,Loyalty Reward,3,0.237,0.091,14,True,23,Churned,4.09
FAN000505,Casual Viewer,Welcome Series,8,0.373,0.099,26,True,36,Consideration,81.99
FAN000506,Casual Viewer,Re-engagement,5,0.209,0.11,41,True,3,Loyalty,74.56
FAN000507,Casual Viewer,Ticket Upsell,1,0.297,0.101,25,True,60,Conversion,161.76
FAN000508,Casual Viewer,Merchandise Offer,6,0.121,0.067,3,False,47,Consideration,165.09
FAN000509,New to Soccer,Ticket Upsell,5,0.31,0.128,30,False,58,Consideration,55.6
FAN000510,New to Soccer,Welcome Series,8,0.41,0.155,1,True,8,Conversion,156.36
FAN000511,New to Soccer,Loyalty Reward,5,0.316,0.197,14,False,23,Conversion,29.88
FAN000512,New to Soccer,Merchandise Offer,6,0.323,0.054,30,True,64,Loyalty,167.5
FAN000513,Converted Fan,Loyalty Reward,11,0.374,0.124,9,False,87,Loyalty,72.82
FAN000514,Converted Fan,Loyalty Reward,10,0.396,0.07,29,False,51,Awareness,51.18
FAN000515,Converted Fan,Content Newsletter,7,0.483,0.113,21,True,52,Loyalty,21.76
FAN000516,Casual Viewer,Re-engagement,9,0.223,0.191,33,True,49,Loyalty,199.31
FAN000517,Casual Viewer,Content Newsletter,7,0.293,0.042,25,True,41,Consideration,32.61
FAN000518,New to Soccer,Welcome Series,4,0.387,0.184,26,True,55,Awareness,154.68
FAN000519,Converted Fan,Merchandise Offer,6,0.227,0.143,43,False,54,Loyalty,267.45
FAN000520,Casual Viewer,Re-engagement,1,0.169,0.104,16,False,11,Awareness,222.34
FAN000521,Casual Viewer,Loyalty Reward,6,0.171,0.123,5,False,9,Conversion,25.44
FAN000522,Lapsed Fan,Content Newsletter,7,0.227,0.062,41,False,68,Loyalty,47.25
FAN000523,Lapsed Fan,Content Newsletter,3,0.376,0.15,43,True,50,Awareness,116.45
FAN000524,Casual Viewer,Loyalty Reward,6,0.377,0.175,9,False,45,Loyalty,6.03
FAN000525,Converted Fan,Content Newsletter,8,0.235,0.193,21,True,53,Consideration,4.21
FAN000526,Lapsed Fan,Merchandise Offer,1,0.434,0.078,3,False,26,Conversion,36.29
FAN000527,New to Soccer,Loyalty Reward,7,0.301,0.058,19,True,11,Loyalty,91.9
FAN000528,New to Soccer,Content Newsletter,8,0.433,0.104,26,False,7,Awareness,82.42
FAN000529,Casual Viewer,Content Newsletter,11,0.352,0.129,6,False,84,Loyalty,2.37
FAN000530,Converted Fan,Re-engagement,6,0.383,0.073,4,True,56,Awareness,42.9
FAN000531,Converted Fan,Loyalty Reward,10,0.439,0.01,35,True,39,Churned,2.76
FAN000532,Converted Fan,Merchandise Offer,11,0.277,0.093,38,True,41,Awareness,84.37
FAN000533,New to Soccer,Merchandise Offer,10,0.219,0.14,16,False,37,Consideration,283.31
FAN000534,Lapsed Fan,Welcome Series,7,0.426,0.219,7,True,17,Consideration,12.34
FAN000535,New to Soccer,Welcome Series,6,0.344,0.061,13,True,24,Awareness,37.55
FAN000536,Casual Viewer,Welcome Series,1,0.334,0.119,31,False,70,Consideration,61.4
FAN000537,Casual Viewer,Merchandise Offer,8,0.426,0.134,11,True,23,Churned,48.28
FAN000538,Lapsed Fan,Content Newsletter,1,0.46,0.034,33,True,75,Churned,10.49
FAN000539,Converted Fan,Content Newsletter,8,0.54,0.144,17,True,9,Churned,27.47
FAN000540,Converted Fan,Ticket Upsell,3,0.319,0.018,20,True,11,Conversion,292.19
FAN000541,New to Soccer,Re-engagement,4,0.414,0.138,33,False,32,Awareness,31.1
FAN000542,New to Soccer,Merchandise Offer,6,0.304,0.08,22,True,22,Loyalty,112.61
FAN000543,Converted Fan,Re-engagement,8,0.247,0.115,26,True,40,Churned,9.3
FAN000544,Lapsed Fan,Re-engagement,3,0.401,0.201,36,True,86,Conversion,112.04
FAN000545,Converted Fan,Welcome Series,4,0.305,0.142,29,False,45,Consideration,253.52
FAN000546,New to Soccer,Re-engagement,4,0.215,0.095,25,False,24,Consideration,286.8
FAN000547,Converted Fan,Ticket Upsell,10,0.297,0.159,32,True,53,Conversion,171.4
FAN000548,Casual Viewer,Welcome Series,6,0.151,0.088,7,False,75,Churned,232.94
FAN000549,Lapsed Fan,Merchandise Offer,8,0.365,0.155,5,True,75,Churned,9.89
FAN000550,New to Soccer,Content Newsletter,1,0.349,0.109,25,True,7,Awareness,249.21
FAN000551,Casual Viewer,Ticket Upsell,8,0.363,0.075,19,True,38,Consideration,4.1
FAN000552,Casual Viewer,Merchandise Offer,2,0.314,0.148,40,True,56,Consideration,147.74
FAN000553,New to Soccer,Welcome Series,6,0.267,0.096,7,True,2,Loyalty,31.65
FAN000554,Lapsed Fan,Loyalty Reward,11,0.216,0.165,29,False,28,Loyalty,42.99
FAN000555,New to Soccer,Re-engagement,9,0.178,0.151,20,True,35,Conversion,7.79
FAN000556,Converted Fan,Re-engagement,2,0.351,0.021,40,True,53,Conversion,173.65
